09:30:14.284021 LS029 10 
10:22:57.624486 M023 OFF 
10:22:58.155534 MA203 ON 
10:22:59.36737 LS203 38 
10:22:59.39999 MA203 OFF 
10:23:00.060089 M023 ON 
10:23:00.144862 M013 ON 
10:23:00.418596 D012 CLOSE 
10:23:01.032823 M001 ON 
10:23:01.308617 M013 OFF 
10:23:01.888542 LS203 37 
10:23:01.918946 MA203 ON 
10:23:03.816639 LS203 35 
10:23:03.847505 MA203 OFF 
10:23:04.342758 LS203 34 
10:23:04.352873 MA203 ON 
10:23:04.602957 M001 OFF 
10:23:05.015326 LS047 5 
10:23:05.501041 M022 ON 
10:23:05.590351 LS023 6 
10:23:05.634682 M023 OFF 
10:23:05.709542 M021 ON 
10:23:07.167064 M024 ON 
10:23:07.307925 M022 OFF 
10:23:08.341429 M021 OFF 
10:23:09.795905 M024 OFF 
10:23:09.997061 MA203 OFF 
10:23:16.986776 M043 ON 
10:23:18.339274 M042 ON 
10:23:18.783292 M043 OFF 
10:23:19.720014 LS207 56 
10:23:19.735101 MA207 ON 
10:23:20.018449 M042 OFF 
10:23:21.974635 MA207 OFF 
10:23:42.029267 MA207 ON 
10:23:43.190896 MA207 OFF 
10:24:00.791324 MA207 ON 
10:24:01.958855 LS205 15 
10:24:06.97969 MA207 OFF 
10:24:07.587759 MA207 ON 
10:24:07.853152 LS037 6 
10:24:10.693571 MA207 OFF 
10:24:29.797676 M013 ON 
10:24:29.90985 LS201 56 
10:24:30.023739 MA201 ON 
10:24:30.057033 M012 ON 
10:24:31.065406 MA201 OFF 
10:24:31.145666 M012 OFF 
10:24:32.003094 M013 OFF 
10:24:33.899869 LS008 15 
10:24:33.929173 M008 ON 
10:24:33.997738 LS201 57 
10:24:34.036451 MA201 ON 
10:24:36.25814 M008 OFF 
10:24:37.576853 M005 ON 
10:24:39.453374 M005 OFF 
10:24:40.194109 M005 ON 
10:24:42.070508 M005 OFF 
10:24:42.72012 M002 ON 
10:24:43.127671 M001 ON 
10:24:43.370001 M023 ON 
10:24:43.783559 M002 OFF 
10:24:43.931188 LS203 33 
10:24:44.009868 MA203 ON 
10:24:44.427905 M022 ON 
10:24:44.510746 MA201 OFF 
10:24:44.764885 M013 ON 
10:24:45.123138 M023 OFF 
10:24:45.290075 M021 ON 
10:24:45.322304 M001 OFF 
10:24:45.878083 M013 OFF 
10:24:46.297648 M022 OFF 
10:24:46.800378 M024 ON 
10:24:47.124259 LS021 6 
10:24:47.144055 M021 OFF 
10:24:47.540574 MA201 ON 
10:24:47.831284 LS024 11 
10:24:47.858047 M024 OFF 
10:24:48.566603 M015 ON 
10:24:48.803455 M008 ON 
10:24:48.956097 MA203 OFF 
10:24:49.217092 MA201 OFF 
10:24:49.711172 M015 OFF 
10:24:49.813204 MA201 ON 
10:24:50.328104 M001 ON 
10:24:51.454844 LS008 16 
10:24:51.494957 M008 OFF 
10:24:51.610168 M002 ON 
10:24:51.647688 M001 OFF 
10:24:52.763612 LS201 56 
10:24:52.796356 MA201 OFF 
10:24:56.903055 M002 OFF 
10:24:57.411299 M043 ON 
10:24:57.801198 M042 ON 
10:24:59.259613 M043 OFF 
10:24:59.631898 D018 CLOSE 
10:25:00.105415 LS042 0 
10:25:00.139029 M042 OFF 
10:25:02.165543 MA207 ON 
10:25:04.89385 MA207 OFF 
10:25:05.475383 MA207 ON 
10:25:09.970674 MA207 OFF 
10:25:15.192522 MA207 ON 
10:25:17.071605 MA207 OFF 
10:25:23.451084 MA207 ON 
10:25:24.585232 MA207 OFF 
10:25:30.243003 LS201 57 
10:25:30.27473 MA201 ON 
10:25:31.392083 LS201 56 
10:25:31.416699 MA201 OFF 
10:25:32.308219 M002 ON 
10:25:33.590613 MA207 ON 
10:25:34.58025 M002 OFF 
10:25:34.706936 MA207 OFF 
10:25:37.758431 M002 ON 
10:25:38.91049 LS201 57 
10:25:38.931724 MA201 ON 
10:25:40.014419 LS201 56 
10:25:40.026483 MA201 OFF 
10:25:40.201064 M002 OFF 
10:25:43.75649 M002 ON 
10:25:45.447308 M002 OFF 
10:25:46.183349 M002 ON 
10:25:46.770896 MA201 ON 
10:25:47.903209 MA201 OFF 
10:25:48.267459 M002 OFF 
10:25:49.395194 M002 ON 
10:25:49.963912 MA201 ON 
10:25:50.725434 M001 ON 
10:25:51.426271 LS008 15 
10:25:51.445185 M008 ON 
10:25:51.814457 LS002 10 
10:25:51.826143 M002 OFF 
10:25:52.527345 M015 ON 9-start,9.2
10:25:52.621898 M001 OFF 
10:25:52.934885 LS016 17 
10:25:52.962971 M016 ON 9.3
10:25:53.318836 M008 OFF 
10:25:53.714481 MA201 OFF 
10:25:54.753509 M015 OFF 
10:25:55.765265 LS016 16 
10:25:55.793794 M016 OFF 
10:26:05.148047 M016 ON 
10:26:05.442074 M015 ON 
10:26:06.053124 MA201 ON 
10:26:06.840364 M016 OFF 
10:26:07.683002 M015 OFF 
10:26:08.523331 MA201 OFF 
10:26:09.634849 M031 ON 
10:26:10.76794 M031 OFF 
10:26:15.271938 MA201 ON 
10:26:16.799039 M016 ON 
10:26:16.877165 M015 ON 
10:26:17.867981 LS201 57 
10:26:17.895609 MA201 OFF 
10:26:18.754123 LS015 15 
10:26:18.773521 M015 OFF 
10:26:19.759748 M016 OFF 
10:26:36.830998 M016 ON 
10:26:37.3152 LS015 16 
10:26:37.334283 M015 ON 
10:26:37.748528 LS201 56 
10:26:37.762536 MA201 ON 
10:26:38.730153 M016 OFF 
10:26:39.38823 M015 OFF 
10:26:40.221801 MA201 OFF 
10:26:41.47405 LivingRoom <do>/usr/local/CASAS/mapping/AudioCues/L1111.wav</do> 
10:26:52.081964 LS006 9 
10:26:59.559921 MA201 ON 
10:27:00.345161 M015 ON 
10:27:00.569486 MA207 ON 
10:27:01.392525 M016 ON 
10:27:01.713233 MA207 OFF 
10:27:01.935117 MA201 OFF 
10:27:02.803394 LS015 15 
10:27:02.818672 M015 OFF 
10:27:03.094934 M016 OFF 
10:27:04.400188 LS033 7 
10:27:09.186919 M015 ON 
10:27:09.278573 M016 ON 
10:27:10.590718 MA201 ON 
10:27:11.752592 M015 OFF 
10:27:11.790385 M016 OFF 
10:27:13.040932 MA201 OFF 
10:27:16.898879 MA207 ON 
10:27:17.700605 MA201 ON 
10:27:18.012016 MA207 OFF 
10:27:18.834455 MA201 OFF 
10:27:19.399324 MA201 ON 
10:27:19.738645 M008 ON 9-end
10:27:20.152642 LS014 10 
10:27:20.483831 M001 ON 
10:27:20.861404 M002 ON 
10:27:21.610632 M008 OFF 
10:27:22.215017 MA207 ON 
10:27:22.244398 M001 OFF 
10:27:22.912011 LS002 11 
10:27:22.928985 M002 OFF 
10:27:23.287097 MA207 OFF 
10:27:23.52967 MA201 OFF 
10:27:31.922311 M002 ON 
10:27:33.058148 M002 OFF 
10:27:34.225177 M002 ON 
10:27:35.287656 M002 OFF 
10:27:46.342781 M002 ON 
10:27:49.93373 M002 OFF 
10:27:50.691107 M002 ON 
10:27:51.812402 M002 OFF 
10:27:52.140889 MA207 ON 
10:27:52.387395 M002 ON 
10:27:53.155491 LS011 25 
10:27:53.248132 MA207 OFF 
10:27:53.513772 M002 OFF 
10:27:54.741066 LS035 1 
10:27:56.268265 MA207 ON 
10:27:57.369605 MA207 OFF 
10:27:58.759367 M002 ON 
10:27:59.874861 M002 OFF 
10:28:04.375733 MA201 ON 
10:28:06.22336 MA201 OFF 
10:28:07.949235 LS201 57 
10:28:07.968319 MA201 ON 
10:28:09.043287 LS201 56 
10:28:09.063415 MA201 OFF 
10:28:10.37361 M002 ON 
10:28:12.805329 M002 OFF 
10:28:15.532988 LS032 1 
10:28:23.259499 MA207 ON 
10:28:23.79819 T106 29 
10:28:24.38007 MA207 OFF 
10:28:27.114476 LS026 15 
10:28:29.999324 MA207 ON 
10:28:31.129959 MA207 OFF 
10:28:33.998941 M002 ON 
10:28:34.870846 MA207 ON 
10:28:35.173213 M002 OFF 
10:28:35.989814 MA207 OFF 
10:28:42.452774 M002 ON 
10:28:44.487107 M002 OFF 
10:28:46.57296 M002 ON 
10:28:49.183299 M002 OFF 
10:28:52.194185 LS204 20 
10:29:02.504746 LS030 0 
10:29:10.746176 M002 ON 
10:29:13.335363 M002 OFF 
10:29:16.178999 M002 ON 
10:29:17.884113 M002 OFF 
10:29:19.754132 M002 ON 
10:29:20.869444 M002 OFF 
10:29:24.617956 M002 ON 
10:29:25.730788 LS201 57 
10:29:25.755526 MA201 ON 
10:29:25.816192 M001 ON 
10:29:26.65485 LS008 16 
10:29:26.671119 M008 ON 
10:29:27.428069 M002 OFF 
10:29:27.726039 LS015 16 
10:29:27.741217 M015 ON 
10:29:27.992391 M001 OFF 
10:29:28.416854 M016 ON 10-start,10.1
10:29:28.897787 M008 OFF 
10:29:29.223885 MA202 ON 
10:29:29.259932 MA201 OFF 
10:29:29.890357 M017 ON 10.2,10.4
10:29:30.524866 M015 OFF 
10:29:30.792465 M016 OFF 
10:29:31.929469 M017 OFF 
10:29:32.811709 MA202 OFF 
10:29:35.785092 LS207 57 
10:29:35.80622 MA207 ON 
10:29:37.685363 MA207 OFF 
10:29:38.991904 MA202 ON 
10:29:42.151932 MA202 OFF 
10:29:46.484833 MA202 ON 
10:29:46.564739 M017 ON 10.5
10:29:50.309186 M016 ON 
10:29:50.998004 M015 ON 10-end
10:29:51.180923 M017 OFF 
10:29:51.739448 MA202 OFF 
10:29:51.812711 MA201 ON 
10:29:51.974938 M008 ON 
10:29:52.954171 MA207 ON 
10:29:52.98474 M016 OFF 
10:29:53.292742 M015 OFF 
10:29:53.328145 M001 ON 
10:29:54.281997 M008 OFF 
10:29:54.311861 M002 ON 
10:29:54.558818 MA207 OFF 
10:29:55.332442 M001 OFF 
10:29:55.503504 MA207 ON 
10:29:55.938426 MA201 OFF 
10:29:56.850872 M002 OFF 
10:29:57.355099 MA207 OFF 
10:30:03.763681 M002 ON 
10:30:05.67076 M002 OFF 
10:30:07.00002 MA201 ON 
10:30:08.689773 MA201 OFF 
10:30:10.196948 LS002 12 
10:30:10.208871 M002 ON 
10:30:11.283283 LS002 11 
10:30:11.301288 M002 OFF 
10:30:12.182397 MA207 ON 
10:30:13.307663 MA207 OFF 
10:30:23.03532 MA207 ON 
10:30:23.856507 LS002 12 
10:30:23.875213 M002 ON 
10:30:24.181902 MA207 OFF 
10:30:27.013809 LS002 11 
10:30:27.027246 M002 OFF 
10:30:33.237049 M002 ON 
10:30:35.472079 M002 OFF 
10:30:42.030642 M002 ON 
10:30:42.81066 MA201 ON 
10:30:43.17231 M001 ON 
10:30:44.101284 M008 ON 
10:30:44.473477 M002 OFF 
10:30:45.772805 M001 OFF 
10:30:46.293888 LS015 17 
10:30:46.312414 M015 ON 
10:30:46.385238 M016 ON 11-start
10:30:47.291422 M008 OFF 
10:30:47.486694 MA201 OFF 
10:30:47.983424 MA202 ON 
10:30:48.371172 LS015 16 
10:30:48.404524 M015 OFF 
10:30:48.447781 M017 ON 11.3
10:30:49.549881 M016 OFF 
10:30:50.592535 MA202 OFF 
10:30:50.824669 M017 OFF 
10:30:55.263414 MA202 ON 
10:30:56.395729 MA202 OFF 
10:31:00.900246 LS050 2 
10:31:02.413744 MA202 ON 
10:31:05.244994 M017 ON 11.5
10:31:06.340541 M017 OFF 
10:31:07.073557 MA202 OFF 
10:31:12.735119 MA202 ON 
10:31:13.858155 MA202 OFF 
10:31:14.798882 MA207 ON 
10:31:16.09747 MA202 ON 
10:31:16.681859 MA207 OFF 
10:31:17.234148 MA202 OFF 
10:31:20.048763 MA202 ON 
10:31:20.423419 M017 ON 11.5
10:31:22.848959 M017 OFF 
10:31:23.037726 MA202 OFF 
10:31:25.833725 M017 ON 11.5
10:31:26.292442 MA202 ON 
10:31:27.922957 M017 OFF 
10:31:30.728771 M017 ON 11.5
10:31:31.850553 MA207 ON 
10:31:32.981027 MA207 OFF 
10:31:34.304072 M017 OFF 
10:31:34.850429 M017 ON 11.5
10:31:36.279922 M016 ON 11.5
10:31:36.893439 M017 OFF 
10:31:37.350386 M016 OFF 
10:31:37.47182 MA202 OFF 
10:31:41.078762 LS016 17 
10:31:41.116357 M016 ON 11.5
10:31:41.801443 M017 ON 11.5
10:31:42.16276 MA202 ON 
10:31:42.777615 LS016 16 
10:31:42.794071 M016 OFF 
10:31:44.801708 M017 OFF 
10:31:45.743701 M017 ON 11.5
10:31:48.333799 M017 OFF 
10:31:48.917787 MA207 ON 
10:31:50.041406 MA207 OFF 
10:31:53.598505 MA202 OFF 
10:31:56.060511 MA207 ON 
10:31:57.15489 MA207 OFF 
10:31:58.118719 MA207 ON 
10:31:58.269983 MA202 ON 
10:32:00.147007 M017 ON 11.6
10:32:00.345567 MA207 OFF 
10:32:04.107901 M017 OFF 
10:32:05.040758 MA202 OFF 
10:32:11.775173 M017 ON 11.6
10:32:12.311475 MA202 ON 
10:32:12.739365 MA207 ON 
10:32:13.31748 LS051 29 
10:32:13.47389 M017 OFF 
10:32:13.834279 MA207 OFF 
10:32:14.06062 M017 ON 11.6
10:32:14.421705 MA207 ON 
10:32:15.561109 MA207 OFF 
10:32:15.723748 MA202 OFF 
10:32:16.285047 MA202 ON 
10:32:17.851519 M016 ON 
10:32:18.608123 LS207 56 
10:32:18.633744 MA207 ON 
10:32:18.717188 M017 OFF 
10:32:18.755169 M015 ON 11-end
10:32:19.114735 MA202 OFF 
10:32:19.35232 LS009 7 
10:32:19.594361 MA201 ON 
10:32:19.670508 LS207 57 
10:32:19.750413 MA207 OFF 
10:32:19.780661 M008 ON 
10:32:20.67878 M016 OFF 
10:32:20.980778 M015 OFF 
10:32:21.222633 M001 ON 
10:32:21.644152 M008 OFF 
10:32:21.674989 M002 ON 
10:32:22.929175 M001 OFF 
10:32:23.699387 MA201 OFF 
10:32:23.837237 M002 OFF 
10:32:24.405631 M002 ON 
10:32:25.5347 M002 OFF 
10:32:26.094156 M002 ON 
10:32:27.222897 M002 OFF 
10:32:30.905394 LS207 56 
10:32:30.918641 MA207 ON 
10:32:31.359119 M002 ON 
10:32:32.648645 M002 OFF 
10:32:32.688403 MA207 OFF 
10:32:32.857963 MA201 ON 
10:32:33.215535 M002 ON 
10:32:34.339485 M002 OFF 
10:32:34.727748 MA201 OFF 
10:32:40.709416 M002 ON 
10:32:42.398203 M002 OFF 
10:32:50.66662 M002 ON 
10:32:51.784487 M002 OFF 
10:32:53.634741 LS207 57 
10:32:53.65062 MA207 ON 
10:32:53.711716 M002 ON 
10:32:54.727798 LS207 56 
10:32:54.808483 MA207 OFF 
10:32:54.84018 M002 OFF 
10:32:56.289569 M002 ON 
10:32:57.985252 M002 OFF 
10:33:00.59064 M002 ON 
10:33:01.706419 M002 OFF 
10:33:05.044222 M002 ON 
10:33:06.575609 M002 OFF 
10:33:18.582932 M002 ON 
10:33:20.435206 M002 OFF 
10:33:22.072395 LS207 57 
10:33:22.102941 MA207 ON 
10:33:23.214111 LS207 56 
10:33:23.230531 MA207 OFF 
10:33:26.579542 LS207 57 
10:33:26.608621 MA207 ON 
10:33:27.700516 LS207 56 
10:33:27.720037 MA207 OFF 
10:33:29.502806 MA201 ON 
10:33:30.632644 MA201 OFF 
10:33:30.842072 M002 ON 
10:33:31.741153 MA201 ON 
10:33:31.919062 M001 ON 
10:33:32.827051 M008 ON 
10:33:33.041633 M001 OFF 
10:33:33.583419 M002 OFF 
10:33:34.701202 M008 OFF 
10:33:37.532822 MA201 OFF 
10:33:38.400169 MA207 ON 
10:33:39.45053 M013 ON 12-start,12.1
10:33:39.534792 LS207 57 
10:33:39.549106 MA207 OFF 
10:33:41.040794 MA207 ON 
10:33:41.512281 M013 OFF 
10:33:42.065082 M013 ON 12.2
10:33:42.151998 LS207 56 
10:33:42.166621 MA207 OFF 
10:33:43.093737 LS207 57 
10:33:43.107896 MA207 ON 
10:33:43.77248 M013 OFF 
10:33:44.776646 MA207 OFF 
10:33:53.798538 MA207 ON 
10:33:54.900505 MA207 OFF 
10:34:01.903346 LS205 23 
10:34:02.200858 LS207 58 
10:34:02.235156 MA207 ON 
10:34:03.353774 MA207 OFF 
10:34:07.72561 LS037 8 
10:34:12.638856 M013 ON 
10:34:13.730627 M013 OFF 
10:34:31.626691 LS207 56 
10:34:31.64933 MA207 ON 
10:34:32.769611 MA207 OFF 
10:34:33.896377 LS024 12 
10:34:45.6895 LS021 7 
10:35:04.817337 M013 ON 
10:35:05.946579 M013 OFF 
10:35:21.427398 MA207 ON 
10:35:22.455511 MA207 OFF 
10:35:31.8207 LS207 57 
10:35:31.855198 MA207 ON 
10:35:33.708804 MA207 OFF 
10:35:38.760729 MA207 ON 
10:35:40.648419 MA207 OFF 
10:35:43.068639 MA207 ON 
10:35:44.752699 MA207 OFF 
10:35:45.243039 M013 ON 
10:35:45.89885 MA207 ON 
10:35:46.365622 M013 OFF 
10:35:47.020195 MA207 OFF 
10:35:50.383484 MA207 ON 
10:35:51.522213 MA207 OFF 
10:35:59.760843 MA207 ON 
10:36:01.450808 MA207 OFF 
10:36:02.399553 MA207 ON 
10:36:03.500962 MA207 OFF 
10:36:13.24393 LS207 56 
10:36:13.258041 MA207 ON 
10:36:16.993996 LS207 57 
10:36:17.015027 MA207 OFF 
10:36:18.451668 M013 ON 
10:36:19.280436 MA207 ON 
10:36:19.550157 M013 OFF 
10:36:20.29893 M013 ON 
10:36:20.389402 MA207 OFF 
10:36:22.441767 MA207 ON 
10:36:23.308237 M013 OFF 
10:36:23.58799 MA207 OFF 
10:36:31.052939 LS207 56 
10:36:31.087328 MA207 ON 
10:36:31.742282 M013 ON 
10:36:32.193839 LS207 57 
10:36:32.209624 MA207 OFF 
10:36:32.863889 M013 OFF 
10:36:38.027552 MA207 ON 
10:36:39.693274 MA207 OFF 
10:36:45.811233 M013 ON 
10:36:48.320808 MA207 ON 
10:36:49.92825 M013 OFF 12-end
10:36:51.12968 MA207 OFF 
10:36:52.035592 LS006 10 
10:36:53.554308 MA207 ON 
10:36:54.203926 MA201 ON 
10:36:54.698884 MA207 OFF 
10:36:55.385047 M008 ON 
10:36:57.051475 M002 ON 
10:36:57.438457 LS001 11 
10:36:57.466063 M001 ON 
10:36:57.719512 LS008 17 
10:36:57.755661 M008 OFF 
10:36:57.87986 MA207 ON 
10:36:58.516704 M001 OFF 
10:36:58.983519 MA207 OFF 
10:36:59.287559 MA201 OFF 
10:36:59.932374 MA207 ON 
10:37:00.568328 M002 OFF 
10:37:01.086675 MA207 OFF 
10:37:20.602837 M002 ON 
10:37:23.082487 M002 OFF 
10:37:23.954959 MA207 ON 
10:37:25.059972 MA207 OFF 
10:37:28.662913 MA207 ON 
10:37:29.744109 MA207 OFF 
10:37:38.421745 M002 ON 
10:37:39.008675 MA201 ON 
10:37:39.360339 M023 ON 13-start,13.1
10:37:39.753328 LS001 10 
10:37:39.790425 M001 ON 13.1
10:37:40.068186 MA207 ON 
10:37:41.007645 D012 OPEN 13.2
10:37:41.052321 MA201 OFF 
10:37:41.080626 M002 OFF 
10:37:41.192938 LS207 56 
10:37:41.209606 MA207 OFF 
10:37:41.592092 LS023 7 
10:37:41.606423 M023 OFF 
10:37:42.420337 LS203 34 
10:37:42.456585 MA203 ON 
10:37:43.130763 LS207 57 
10:37:43.160149 MA207 ON 
10:37:43.191762 M001 OFF 
10:37:43.467092 MA203 OFF 
10:37:44.971748 M023 ON 13.2
10:37:45.319496 LS203 33 
10:37:45.331994 MA203 ON 
10:37:46.458462 MA203 OFF 
10:37:47.053422 M023 OFF 
10:37:47.259003 M001 ON 13.2
10:37:47.570303 LS207 56 
10:37:47.581466 MA207 OFF 
10:37:47.850063 M023 ON 13.2
10:37:47.881758 D012 CLOSE 13.2
10:37:48.480692 LS207 57 
10:37:48.514149 MA207 ON 
10:37:49.132958 MA201 ON 
10:37:50.75449 LS023 6 
10:37:50.781669 M023 OFF 
10:37:51.203672 M001 OFF 
10:37:52.690298 MA201 OFF 
10:37:53.170666 LS011 27 
10:37:53.736183 MA207 OFF 
10:37:54.336372 MA207 ON 
10:37:55.447142 MA207 OFF 
10:37:58.289953 LS201 56 
10:37:58.339604 MA201 ON 
10:37:59.423774 LS201 57 
10:37:59.457776 MA201 OFF 
10:38:02.048554 LS201 56 
10:38:02.102554 MA201 ON 
10:38:03.189617 MA201 OFF 
10:38:03.493712 MA207 ON 
10:38:04.505969 LS201 57 
10:38:04.518518 MA201 ON 
10:38:04.627813 MA207 OFF 
10:38:05.630075 MA201 OFF 
10:38:08.455565 LS201 56 
10:38:08.515536 MA201 ON 
10:38:11.392266 MA207 ON 
10:38:11.454896 LS201 57 
10:38:11.486622 MA201 OFF 
10:38:12.205411 MA201 ON 
10:38:13.233178 MA207 OFF 
10:38:14.398638 MA207 ON 
10:38:14.473955 MA201 OFF 
10:38:15.911404 MA207 OFF 
10:38:18.724004 LS201 56 
10:38:18.801348 MA201 ON 
10:38:19.863077 LS201 57 
10:38:19.899868 MA201 OFF 
10:38:21.192003 MA201 ON 
10:38:22.311063 MA201 OFF 
10:38:26.644308 MA201 ON 
10:38:27.023994 LS026 14 
10:38:27.751042 MA201 OFF 
10:38:39.582973 MA201 ON 
10:38:40.688543 MA201 OFF 
10:38:42.880655 MA207 ON 
10:38:43.974627 MA207 OFF 
10:38:44.096366 MA201 ON 
10:38:45.204093 MA201 OFF 
10:38:47.071866 MA201 ON 
10:38:48.186319 LS201 56 
10:38:48.199876 MA201 OFF 
10:38:49.111587 LS201 57 
10:38:49.128402 MA201 ON 
10:38:52.1433 LS204 21 
10:38:52.670451 LS201 58 
10:38:52.713545 MA201 OFF 
10:39:00.724682 LS201 57 
10:39:00.759435 MA201 ON 
10:39:01.879801 MA201 OFF 
10:39:12.102559 MA207 ON 
10:39:14.543213 MA207 OFF 
10:39:15.004926 MA201 ON 
10:39:15.926095 M002 ON 
10:39:17.182409 MA207 ON 
10:39:18.310686 MA207 OFF 
10:39:18.579981 MA201 OFF 
10:39:18.941701 MA207 ON 
10:39:18.978739 M002 OFF 
10:39:20.542203 MA207 OFF 
10:39:37.472134 M002 ON 13.4
10:39:38.611241 M002 OFF 
10:39:44.989208 M002 ON 13.4
10:39:45.320096 MA207 ON 
10:39:46.10521 M002 OFF 
10:39:46.428448 MA207 OFF 
10:39:51.165417 MA207 ON 
10:39:52.24032 MA207 OFF 
10:39:57.574774 M002 ON 13.4
10:39:57.713137 MA207 ON 
10:39:58.271321 LS201 58 
10:39:58.299681 MA201 ON 
10:39:58.677754 LS001 11 
10:39:58.710524 M001 ON 
10:39:58.844831 MA207 OFF 
10:39:59.809271 M008 ON 13-end
10:40:00.355604 M002 OFF 
10:40:01.351221 LS015 17 
10:40:01.396047 M015 ON 
10:40:01.467156 M001 OFF 
10:40:01.699051 LS201 57 
10:40:01.724483 MA201 OFF 
10:40:02.047122 M008 OFF 
10:40:02.368053 M015 OFF 
10:40:03.717451 LS201 58 
10:40:03.747808 MA201 ON 
10:40:04.228037 LS015 18 
10:40:04.242476 M015 ON 
10:40:04.964868 LS016 17 
10:40:04.979332 M016 ON 14-start,14.1
10:40:05.444998 MA201 OFF 
10:40:06.049299 LS017 27 
10:40:06.187083 M017 ON 
10:40:06.228573 LS202 56 
10:40:06.241527 MA202 ON 
10:40:06.872323 LS015 17 
10:40:06.887348 M015 OFF 
10:40:06.972692 M016 OFF 
10:40:10.225555 LS017 26 
10:40:10.239272 M017 OFF 
10:40:11.52975 LS017 27 
10:40:11.554628 M017 ON 
10:40:12.691246 M017 OFF 
10:40:13.417277 MA202 OFF 
10:40:13.629029 M017 ON 
10:40:14.725062 M017 OFF 
10:40:15.314921 M017 ON 
10:40:15.508488 MA202 ON 
10:40:17.461952 M017 OFF 
10:40:17.533359 LS202 55 
10:40:17.547708 MA202 OFF 
10:40:23.171719 LS202 56 
10:40:23.184014 MA202 ON 
10:40:23.932529 M017 ON 
10:40:25.063435 M017 OFF 
10:40:25.418544 MA202 OFF 
10:40:30.453909 LS202 55 
10:40:30.47255 MA202 ON 
10:40:30.542439 M017 ON 
10:40:32.93653 MA207 ON 
10:40:33.859092 LS202 56 
10:40:33.934599 MA202 OFF 
10:40:33.973948 M017 OFF 
10:40:34.057627 MA207 OFF 
10:40:38.190264 MA207 ON 
10:40:39.577615 M017 ON 
10:40:39.653932 LS202 55 
10:40:39.666425 MA202 ON 
10:40:40.792424 MA202 OFF 
10:40:41.359801 MA207 OFF 
10:40:41.746436 M017 OFF 
10:40:42.289372 LS202 56 
10:40:42.307417 MA202 ON 
10:40:43.241165 M017 ON 
10:40:43.404169 LS202 55 
10:40:43.425566 MA202 OFF 
10:40:43.974049 MA202 ON 
10:40:44.909131 LS207 58 
10:40:44.940825 MA207 ON 
10:40:45.073479 MA202 OFF 
10:40:45.487699 LS017 26 
10:40:45.504154 M017 OFF 
10:40:45.711565 SS004 MOVED 
10:40:46.047979 LS207 57 
10:40:46.061531 MA207 OFF 
10:40:46.233374 MA202 ON 
10:40:47.331637 MA202 OFF 
10:40:48.121587 MA207 ON 
10:40:48.662748 MA202 ON 
10:40:49.792681 MA202 OFF 
10:40:51.000143 D018 OPEN 
10:40:51.081524 MA207 OFF 
10:40:51.285349 MA202 ON 
10:40:51.487201 M017 ON 
10:40:51.885686 M042 ON 
10:40:52.41016 MA202 OFF 
10:40:52.623613 M017 OFF 
10:40:53.742263 MA207 ON 
10:40:54.595055 M042 OFF 
10:40:54.850023 MA207 OFF 
10:40:56.250229 D018 CLOSE 
10:40:56.432232 M017 ON 
10:40:56.461671 LL005 6 
10:40:56.485824 L005 ON 
10:40:57.187778 LL005 22 
10:40:57.417428 D005 CLOSE 
10:40:58.092065 LL005 34 
10:40:58.465446 M017 OFF 
10:40:59.906548 LS202 56 
10:40:59.987912 MA202 ON 
10:41:00.067734 M039 ON 
10:41:00.362713 SS004 STILL 
10:41:00.521004 SS004 MOVED 
10:41:00.848705 LS050 1 
10:41:01.054146 MA202 OFF 
10:41:01.23252 LS017 27 
10:41:01.246619 M017 ON 
10:41:01.609621 MA202 ON 
10:41:01.853916 M039 OFF 
10:41:02.365028 M017 OFF 
10:41:02.471508 SS004 STILL 
10:41:02.739537 MA202 OFF 
10:41:07.809746 M017 ON 
10:41:08.074444 MA202 ON 
10:41:08.913279 M017 OFF 
10:41:09.16474 MA202 OFF 
10:41:09.71916 MA202 ON 
10:41:10.59964 LS207 58 
10:41:10.613197 MA207 ON 
10:41:10.788388 MA202 OFF 
10:41:11.602913 SS004 MOVED 
10:41:11.744665 MA207 OFF 
10:41:24.843337 LS207 57 
10:41:24.857331 MA207 ON 
10:41:25.989589 MA207 OFF 
10:41:26.345966 LS202 55 
10:41:26.366459 MA202 ON 
10:41:26.931308 LS017 26 
10:41:26.947393 M017 ON 
10:41:27.301252 MA207 ON 
10:41:28.417984 MA207 OFF 
10:41:29.150225 MA202 OFF 
10:41:29.552451 M017 OFF 
10:41:30.866049 M017 ON 
10:41:31.229975 MA202 ON 
10:41:32.355868 MA202 OFF 
10:41:33.103635 M017 OFF 
10:41:33.690538 M017 ON 
10:41:34.972096 MA202 ON 
10:41:37.025207 MA202 OFF 
10:41:37.433713 M017 OFF 
10:41:39.486866 M017 ON 
10:41:40.031276 MA202 ON 
10:41:43.06807 MA202 OFF 
10:41:43.121137 M017 OFF 
10:41:45.124951 M017 ON 
10:41:46.249246 M017 OFF 
10:41:48.685366 LS039 1 
10:41:48.726458 M039 ON 
10:41:48.862446 M017 ON 
10:41:49.219986 MA202 ON 
10:41:49.691464 SS004 STILL 
10:41:50.050882 SS004 MOVED 
10:41:50.3689 MA202 OFF 
10:41:50.775115 M039 OFF 
10:41:50.912537 MA202 ON 
10:41:51.114763 M017 OFF 
10:41:51.673113 M017 ON 
10:41:52.790893 M017 OFF 
10:41:52.971453 SS004 STILL 
