13:50:04.052365 T001 24.5 
15:08:33.031896 M001 OFF 
15:08:35.017178 M014 OFF 
15:08:39.013038 M013 OFF 
15:08:41.008237 M013 ON 
15:08:52.009958 M017 ON 
15:08:56.007007 M013 OFF 
15:09:02.099158 M017 OFF 
15:09:03.091912 P001 1183 
15:09:03.096062 P001 1158 
15:09:04.045068 M017 ON 
15:09:14.067948 M013 ON 
15:09:17.000067 M013 OFF 
15:09:23.007039 D007 CLOSE 
15:09:24.096185 M013 ON 
15:09:27.023124 M018 ON 
15:09:28.008025 M016 ON 
15:09:28.071095 M019 ON 
15:09:29.035083 M015 ON 
15:09:29.098031 M014 ON 
15:09:30.084797 M021 ON 
15:09:30.087303 M013 OFF 
15:09:31.044129 M022 ON 
15:09:32.051274 M008 ON 
15:09:32.005384 M016 OFF 
15:09:32.056337 M018 OFF 
15:09:33.078163 M017 OFF 
15:09:33.080748 M019 OFF 
15:09:33.083251 M007 ON 
15:09:33.085835 M015 OFF 
15:09:34.086603 M006 ON 
15:09:34.089121 M021 OFF 
15:09:34.009169 M022 OFF 
15:09:35.070547 M014 OFF 
15:09:35.073117 M023 ON 
15:09:36.030232 M005 ON 
15:09:36.090372 M007 OFF 
15:09:37.054161 M008 OFF 
15:09:39.036749 M007 ON 
15:09:41.000128 M001 ON 
15:09:41.003823 M022 ON 
15:09:41.063366 M005 OFF 
15:09:42.050569 M006 OFF 
15:09:42.053119 M021 ON 
15:09:43.003708 M007 OFF 
15:09:43.039652 M024 ON 
15:09:43.098719 M025 ON 
15:09:44.084773 M001 OFF 
15:09:44.087283 M023 OFF 
15:09:45.086538 M026 ON 
15:09:46.049856 M022 OFF 
15:09:47.014888 M021 OFF 
15:09:47.079056 M024 OFF 
15:09:53.001599 M025 OFF 
15:09:56.056122 M027 ON 
15:09:57.016345 M026 OFF 
15:09:58.064135 M028 ON 
15:09:59.069037 M043 ON 
15:10:00.033055 M042 ON 
15:10:02.021217 M029 ON 
15:10:03.088754 M027 OFF 
15:10:04.000527 M028 OFF 
15:10:05.099084 M029 OFF 
15:10:06.080574 M043 OFF 
15:10:06.008315 M042 OFF 
15:10:13.027991 M013 ON 
15:10:15.015749 M013 OFF 
15:10:25.023561 M013 ON 
15:10:29.017066 M013 OFF 
15:10:33.098088 P001 1184 
15:10:34.002156 P001 1158 
15:10:48.023793 M013 ON 
15:10:50.029642 M042 ON 
15:10:51.041399 M028 ON 
15:10:51.046456 M043 ON 
15:10:52.003089 M027 ON 
15:10:54.012676 M043 OFF 
15:10:54.015182 M013 OFF 
15:10:54.077183 M043 ON 
15:10:55.003643 M026 ON 
15:10:56.045208 M028 OFF 
15:10:56.047759 M027 OFF 
15:10:56.050314 M013 ON 
15:10:57.005224 M028 ON 
15:10:58.028249 M027 ON 
15:10:58.030763 M042 OFF 
15:10:58.008813 M043 OFF 
15:11:01.014063 M028 OFF 
15:11:03.066695 M028 ON 
15:11:03.069218 M013 OFF 
15:11:04.071066 M029 ON 
15:11:05.035128 M026 OFF 
15:11:06.040308 M042 ON 
15:11:07.045095 M043 ON 
15:11:08.090769 M027 OFF 
15:11:09.077686 M029 OFF 
15:11:10.040213 M028 OFF 
15:11:11.066714 M043 OFF 
15:11:15.001882 M042 OFF 
15:11:16.000688 M042 ON 
15:11:16.071213 M043 ON 
15:11:17.031547 M029 ON 
15:11:18.078087 M037 ON 
15:11:19.081736 M038 ON 
15:11:20.067828 M043 OFF 
15:11:20.007034 M042 OFF 
15:11:21.052736 M029 OFF 
15:11:21.055312 D005 CLOSE 
15:11:21.099701 P001 1181 
15:11:22.052393 M039 ON 
15:11:23.005707 M040 ON 
15:11:24.021032 M041 ON 
15:11:25.069736 M037 OFF 
15:11:25.007235 M038 OFF 
15:11:27.039543 M039 OFF 
15:11:28.000891 P001 1370 
15:11:28.084707 M040 OFF 
15:11:34.076274 T002 29 
15:11:34.078953 T005 24.5 
15:11:38.045878 M041 OFF 
15:11:45.029649 M041 ON 
15:11:47.020129 M013 ON 
15:11:56.058957 M013 OFF 
15:11:58.006358 M013 ON 
15:12:00.077652 M013 OFF 
15:12:13.028359 M040 ON 
15:12:15.016115 M039 ON 
15:12:16.022946 M038 ON 
15:12:18.003599 P001 1329 
15:12:18.040439 M041 OFF 
15:12:19.020961 M039 OFF 
15:12:19.023535 M040 OFF 
15:12:20.023749 M038 OFF 
15:12:31.002613 M038 ON 
15:12:33.029761 M037 ON 
15:12:33.091296 D005 OPEN 
15:12:37.045018 M029 ON 
15:12:38.030717 M042 ON 
15:12:38.033225 M013 ON 
15:12:38.095215 M038 OFF 
15:12:39.075196 M029 OFF 
15:12:39.077765 M043 ON 
15:12:40.035515 M037 OFF 
15:12:41.081228 M014 ON 
15:12:42.000586 P001 1156 
15:12:43.030024 M043 OFF 
15:12:45.016339 M042 OFF 
15:12:46.085046 M015 ON 
15:12:47.049159 M016 ON 
15:12:48.013084 M017 ON 
15:12:49.021339 M018 ON 
15:12:50.000001 M014 OFF 
15:12:50.002526 M019 ON 
15:12:51.008349 M016 OFF 
15:12:51.010919 M013 OFF 
15:12:51.013477 M015 OFF 
15:12:52.016138 M021 ON 
15:12:52.018746 M024 ON 
15:12:53.018508 M017 OFF 
15:12:53.021078 M025 ON 
15:12:53.002358 M018 OFF 
15:12:53.008137 M026 ON 
15:12:54.058299 M019 OFF 
15:12:54.060821 M021 OFF 
15:12:55.064971 M024 OFF 
15:12:56.007034 P001 1182 
15:12:56.029771 M025 OFF 
15:12:58.060945 M026 OFF 
15:13:00.002475 M027 ON 
15:13:01.088101 M028 ON 
15:13:03.003405 M043 ON 
15:13:04.082106 M042 ON 
15:13:05.042436 M027 OFF 
15:13:06.087165 M042 OFF 
15:13:08.015692 M043 OFF 
15:13:08.018288 M042 ON 
15:13:09.084185 M028 OFF 
15:13:10.087333 M042 OFF 
15:13:15.061386 M042 ON 
15:13:16.021219 M043 ON 
15:13:17.005687 M028 ON 
15:13:17.008261 M029 ON 
15:13:18.029771 M027 ON 
15:13:19.007982 M043 OFF 
15:13:19.082334 M042 OFF 
15:13:20.035655 M029 OFF 
15:13:21.064573 M028 OFF 
15:13:21.067137 M026 ON 
15:13:22.026928 M027 OFF 
15:13:28.000071 M027 ON 
15:13:29.033922 M028 ON 
15:13:30.063155 M043 ON 
15:13:30.065668 M042 ON 
15:13:32.010965 M026 OFF 
15:13:32.009515 M028 OFF 
15:13:32.097725 M027 OFF 
15:13:33.099048 M043 OFF 
15:13:35.046129 M042 OFF 
15:13:40.009227 P001 1152 
15:14:12.097838 E002 CLOSE 
15:14:16.011714 P001 1165 
15:14:36.004096 E002 OPEN 
15:14:37.090935 M009 ON 9-start,9.5
15:14:41.044089 M009 OFF 
15:14:43.074977 M014 ON 
15:14:44.014239 P001 1184 
15:14:44.082128 M015 ON 9.2
15:14:45.047229 M016 ON 
15:14:46.005274 M017 ON 
15:14:47.079882 M014 OFF 
15:14:47.082459 M018 ON 
15:14:48.064541 M051 ON 
15:14:48.067115 M016 OFF 
15:14:49.051092 M015 OFF 
15:14:51.076776 M016 ON 9.3
15:14:52.040476 M051 OFF 
15:14:53.025752 M017 OFF 
15:14:53.028279 M018 OFF 
15:14:57.006143 M016 OFF 
15:14:58.009426 M016 ON 
15:14:58.072324 M015 ON 9.4
15:14:59.003515 M014 ON 9.4
15:15:02.005993 M009 ON 9.7
15:15:04.075967 M009 OFF 
15:15:05.040235 M014 OFF 
15:15:06.003358 M015 OFF 
15:15:09.013629 M016 OFF 
15:15:11.083197 M016 ON 9-end
15:15:13.002632 M015 ON 
15:15:13.086329 M014 ON 
15:15:15.076018 M009 ON 
15:15:17.003689 M014 OFF 
15:15:17.006262 M015 OFF 
15:15:17.063917 M009 OFF 
15:15:18.029523 M016 OFF 
15:15:20.097244 M009 ON 
15:15:26.015683 E002 CLOSE 
15:15:28.000508 M009 OFF 
15:15:28.069074 M009 ON 
15:15:33.049128 M009 OFF 
15:15:50.093138 M009 ON 
15:15:51.052361 E002 OPEN 
15:15:52.038498 M008 ON 
15:15:53.022147 M016 ON 10-start,10.1
15:15:53.025018 M015 ON 10.1
15:15:53.086081 M008 OFF 
15:15:54.050138 M017 ON 
15:15:55.001418 M009 OFF 
15:15:55.076368 M016 OFF 
15:15:56.038439 M015 OFF 
15:15:58.067971 M017 OFF 
15:16:04.001911 P001 1169 
15:16:14.067055 M017 ON 10.5
15:16:19.005929 M017 OFF 
15:16:27.099179 M016 ON 
15:16:28.056831 M015 ON 10-end
15:16:30.004496 M008 ON 
15:16:31.009013 E002 CLOSE 
15:16:31.073036 M009 ON 
15:16:32.037768 M016 OFF 
15:16:33.000228 M008 OFF 
15:16:33.063314 M015 OFF 
15:16:34.021857 P001 1297 
15:16:40.056488 T005 25 
15:16:40.059119 M009 OFF 
15:16:54.023226 P001 1285 
15:17:02.066527 M009 ON 
15:17:02.069081 E002 OPEN 
15:17:03.089643 M008 ON 
15:17:03.009229 M015 ON 
15:17:04.054779 M016 ON 11-start
15:17:05.059488 M017 ON 
15:17:07.091544 M016 OFF 
15:17:07.094181 M009 OFF 
15:17:07.096725 M015 OFF 
15:17:08.053101 M008 OFF 
15:17:09.098374 M017 OFF 
15:17:23.005996 M017 ON 
15:17:26.029612 P001 1297 
15:17:39.022793 M017 OFF 
15:17:40.025503 P001 1278 
15:17:44.042759 M018 ON 
15:17:45.086727 M017 ON 11.5
15:17:51.049991 M017 OFF 
15:17:57.091975 M017 ON 11.5
15:18:00.020723 M017 OFF 
15:18:02.009864 M018 OFF 
15:18:06.087055 M018 ON 11.5
15:18:10.000736 M018 OFF 
15:18:11.045346 M018 ON 11.5
15:18:13.031228 M017 ON 11.5
15:18:17.000082 M017 OFF 
15:18:18.067165 M018 OFF 
15:18:19.030978 M017 ON 11.5
15:18:22.062211 M018 ON 11.5
15:18:23.068029 M017 OFF 
15:18:25.014093 M018 OFF 
15:18:28.090717 M017 ON 11.5
15:18:39.057633 M017 OFF 
15:18:53.099041 M017 ON 11.5
15:19:04.080364 M018 ON 11.5
15:19:08.072682 M017 OFF 
15:19:11.020188 M018 OFF 
15:19:12.066922 M018 ON 11.5
15:19:15.031317 M017 ON 
15:19:16.030869 P001 1268 
15:19:17.018912 M018 OFF 
15:19:17.081309 M017 OFF 
15:19:20.007837 M017 ON 
15:19:25.035005 M017 OFF 
15:19:28.088128 M017 ON 
15:19:33.085193 M016 ON 
15:19:33.008772 M015 ON 11-end
15:19:34.091133 M008 ON 
15:19:36.032632 P001 1285 
15:19:36.006793 M017 OFF 
15:19:36.070491 M016 OFF 
15:19:36.072975 M007 ON 
15:19:37.073209 M015 OFF 
15:19:38.080933 E002 CLOSE 
15:19:40.026937 M008 OFF 
15:19:42.036913 P001 1274 
15:19:42.057354 M007 OFF 
15:19:54.034889 P001 1376 
15:20:17.051001 M007 ON 
15:20:24.040141 M007 OFF 
15:20:30.036894 P001 1364 
15:20:40.009141 E002 OPEN 
15:20:40.070522 M007 ON 
15:20:41.000343 M008 ON 
15:20:41.097985 M009 ON 
15:20:45.011066 M007 OFF 
15:20:45.074916 M008 OFF 
15:20:47.063137 M009 OFF 
15:21:16.039229 P001 1254 
15:21:45.070732 T005 25.5 
15:22:24.043349 P001 1240 
15:22:31.068132 M014 ON 
15:22:33.054715 M008 ON 
15:22:35.002618 M014 OFF 
15:22:35.005175 M007 ON 
15:22:38.094985 M008 OFF 
15:22:40.001071 M007 OFF 
15:22:43.014301 E002 CLOSE 
15:23:24.006883 E002 OPEN 
15:23:25.011336 M001 ON 13-start,13.1
15:23:25.075519 M023 ON 13.1
15:23:26.076375 D012 OPEN 13.2
15:23:28.020838 M001 OFF 
15:23:29.066129 M023 OFF 
15:23:30.002924 M023 ON 13.3
15:23:31.072526 M001 ON 13.3
15:23:32.033954 M007 ON 13.3
15:23:33.064304 M023 OFF 
15:23:34.025965 M006 ON 13.4
15:23:34.085875 M001 OFF 
15:23:36.017393 M007 OFF 
15:24:14.005765 M006 OFF 
15:24:16.045907 M006 ON 13.4
15:24:31.000594 M006 OFF 
15:24:32.029153 M006 ON 13.4
15:24:46.018985 M006 OFF 
15:24:46.080341 M006 ON 13.4
15:25:14.005371 M006 OFF 
15:25:15.028077 M006 ON 13.4
15:25:32.056836 P001 1263 
15:26:02.058182 P001 1253 
15:26:12.048992 M007 ON 13.4
15:26:14.015062 E002 CLOSE 
15:26:16.059816 P001 1240 
15:26:17.011492 M007 OFF 13-end
15:26:17.014016 M006 OFF 
15:26:51.010219 T002 28.5 
15:26:53.035331 E002 OPEN 
15:26:53.097294 M007 ON 
15:26:54.061165 M006 ON 
15:26:55.025212 M008 ON 
15:26:56.009224 M006 OFF 
15:26:56.011755 M009 ON 
15:26:57.010284 M014 ON 
15:26:58.053715 M008 OFF 
15:26:59.037771 M007 OFF 
15:26:59.040343 M009 OFF 
15:27:00.024322 M015 ON 
15:27:00.085023 M016 ON 14-start,14.1
15:27:01.087705 M014 OFF 
15:27:03.028517 M015 OFF 
15:27:05.078087 D007 OPEN 14.2
15:27:06.081945 M016 OFF 
15:27:08.069561 M017 ON 14.2
15:27:08.072124 D007 CLOSE 14.2
15:27:10.065613 P001 1169 
15:27:14.008647 M017 OFF 
15:27:14.094273 M017 ON 
15:27:19.087132 M017 OFF 
15:27:37.036155 M016 ON 
15:27:38.021629 M017 ON 
15:27:38.024155 D007 OPEN 14.2
15:27:39.006908 M016 OFF 
15:27:42.069847 M017 OFF 
15:27:42.072407 P001 2385 
15:27:48.068138 P001 2368 
15:27:50.017287 I006 ABSENT 14.11
15:27:56.059995 M017 ON 14.11
15:27:59.072754 I010 ABSENT 14.12
15:28:04.007159 M017 OFF 
15:28:04.007415 I010 PRESENT 
15:28:06.068986 P001 2355 
15:28:07.002408 M017 ON 
15:28:08.031001 M017 OFF 
15:28:10.001971 M017 ON 
15:28:12.048437 M017 OFF 
15:28:12.069852 P001 1165 
15:28:18.070408 P001 1797 
15:28:20.053272 M017 ON 
15:28:20.055804 M042 ON 
15:28:21.017144 M043 ON 
15:28:21.008108 M029 ON 
15:28:23.049576 M037 ON 
15:28:24.008257 M038 ON 
15:28:24.071384 P001 2352 
15:28:24.079729 M043 OFF 
15:28:25.034635 M042 OFF 
15:28:25.098371 M029 OFF 
15:28:27.002974 M038 OFF 
15:28:27.067126 M037 OFF 
15:28:30.002743 M037 ON 
15:28:30.005309 M038 ON 
15:28:30.063661 M029 ON 
15:28:32.009683 M043 ON 
15:28:32.072254 M038 OFF 
15:28:33.054888 M037 OFF 
15:28:33.057418 M042 ON 
15:28:34.017246 M017 OFF 
15:28:34.078314 M029 OFF 
15:28:35.080156 M043 OFF 
15:28:36.085101 M042 OFF 
15:28:37.089948 M017 ON 
15:28:38.070316 P001 1378 
15:28:39.018008 M017 OFF 
15:28:52.074781 P001 1341 
15:28:52.079064 P001 2442 
15:28:58.007295 P001 2465 
15:29:00.043922 M016 ON 
15:29:02.032197 M017 ON 
15:29:04.062204 M016 OFF 
15:29:04.072953 P001 1952 
15:29:05.002567 M017 OFF 
15:29:05.089587 M017 ON 
15:29:08.057106 M017 OFF 
15:29:10.073767 P001 2461 
15:29:12.099094 M017 ON 
15:29:16.008839 M016 ON 
15:29:19.058271 M017 OFF 
15:29:21.045975 M017 ON 
15:29:22.010255 D007 CLOSE 14.2
15:29:22.074773 P001 1281 
15:29:26.008719 M016 OFF 
15:29:26.072346 M017 OFF 
15:29:28.016261 M017 ON 
15:29:28.074898 P001 1978 
15:29:34.021006 M017 OFF 
15:29:34.074806 P001 2212 
15:29:35.023988 D007 OPEN 14.2
15:29:38.035328 D007 CLOSE 14.2
15:29:40.064336 M017 ON 
15:29:40.075883 P001 2169 
15:29:42.095127 M017 OFF 
15:29:45.006782 M017 ON 
15:29:46.076197 P001 2454 
15:29:52.000559 M017 OFF 
15:29:57.068292 M017 ON 
15:30:00.080521 P001 1260 
15:30:00.008491 P001 2278 
15:30:04.031469 M017 OFF 
15:30:06.057069 M017 ON 
15:30:06.077812 P001 1506 
15:30:12.077886 P001 2445 
15:30:13.030174 M017 OFF 
15:30:18.079778 P001 1338 
15:30:24.078951 P001 1267 
15:30:30.078878 P001 2449 
15:30:50.084883 P001 1954 
15:30:50.089597 P001 2453 
15:30:56.084063 P001 1639 
15:31:02.083514 P001 2180 
15:31:08.000841 P001 1267 
15:31:41.016188 M017 ON 
15:31:44.028451 M017 OFF 
15:31:46.080076 M017 ON 
15:31:56.054172 T002 29 
15:31:56.094117 M017 OFF 
15:32:15.008624 M017 ON 
15:32:17.032995 M018 ON 
15:32:24.016272 M018 OFF 
15:32:25.018593 M017 OFF 
15:32:49.005611 M017 ON 
15:32:55.060008 M017 OFF 
15:33:26.091937 P001 1158 
15:33:38.023651 M017 ON 
15:33:41.033675 M017 OFF 
15:33:42.079746 D007 OPEN 
15:33:45.053298 I006 PRESENT 
15:33:48.023858 D007 CLOSE 
15:33:50.012843 M016 ON 
15:33:50.075114 M015 ON 14-end
15:33:51.007906 M008 ON 
15:33:52.066098 M009 ON 
15:33:52.094177 P001 1168 
15:33:53.026191 M007 ON 15-start,15.1
15:33:53.081704 M016 OFF 
15:33:54.045667 M009 OFF 
15:33:55.009381 M015 OFF 
15:33:57.001913 M008 OFF 
15:33:57.083326 M007 OFF 
15:34:02.019662 E002 CLOSE 
15:34:06.097923 P001 1004.9 
15:34:07.002011 P001 1162 
15:34:37.067685 E002 OPEN 
15:34:38.033723 M002 ON 15.2
15:34:40.024155 M007 ON 
15:34:40.088071 M008 ON 
15:34:41.092982 M009 ON 15.3
15:34:42.092028 M014 ON 15.4
15:34:44.058264 M008 OFF 
15:34:44.060835 M014 OFF 
15:34:45.062485 M007 OFF 
15:34:45.065057 M009 OFF 
15:34:45.067541 M002 OFF 
15:35:49.009768 M014 ON 15.5
15:35:51.000922 M008 ON 15-end
15:35:51.091499 M009 ON 
15:35:52.072193 M014 OFF 
15:35:52.074761 M007 ON 
15:35:53.007056 E002 CLOSE 
15:35:54.032199 M009 OFF 
15:35:56.020145 M008 OFF 
15:35:56.084126 M007 OFF 
15:36:31.038242 E002 OPEN 
15:36:31.098644 M002 ON 
15:36:32.064458 M007 ON 
15:36:33.026033 M008 ON 
15:36:35.036535 M014 ON 
15:36:35.039094 M002 OFF 
15:36:36.009729 M008 OFF 
15:36:37.081366 M014 OFF 
15:36:37.008394 M007 OFF 
15:36:38.045146 M010 ON 
15:36:39.030398 M014 ON 
15:36:39.033001 M010 OFF 
15:36:39.094624 M015 ON 16-start,16.1
15:36:40.005717 M016 ON 16.2
15:36:41.063714 M014 OFF 
15:36:42.025565 M015 OFF 
15:36:47.001029 M015 ON 
15:36:48.048122 M014 ON 16.3
15:36:51.046547 M014 OFF 
15:36:51.005161 M015 OFF 
15:36:52.045711 M016 OFF 
15:36:53.049569 M009 ON 
15:36:56.042386 M009 OFF 
15:37:02.018296 T002 29.5 
15:37:13.004857 P001 1460 
15:37:27.005288 P001 5644 
15:38:11.008354 P001 5658 
15:38:31.011596 P001 5646 
15:38:57.001304 P001 5636 
15:39:55.018174 P001 5650 
15:40:07.020761 P001 5639 
15:40:13.021943 P001 5649 
15:40:15.077117 M010 ON 
15:40:17.066554 M010 OFF 
15:40:31.021766 P001 5638 
15:40:32.027728 M009 ON 
15:40:33.031728 M014 ON 
15:40:33.009534 M015 ON 16-end
15:40:34.056299 M016 ON 
15:40:35.019451 M014 OFF 
15:40:37.047886 M009 OFF 
15:40:38.005416 M008 ON 
15:40:39.016736 M009 ON 
15:40:39.078309 M007 ON 
15:40:41.007333 M009 OFF 
15:40:41.064677 M015 OFF 
15:40:43.010725 M016 OFF 
15:40:43.074244 M008 OFF 
15:40:44.078852 M007 OFF 
15:40:45.042386 E002 CLOSE 
15:41:18.071043 M007 ON 
15:41:19.025839 P001 5768 
15:41:20.077358 M001 ON 
15:41:20.079914 M007 OFF 
15:41:21.036777 E002 OPEN 
15:41:22.040785 M023 ON 
15:41:23.003942 M022 ON 
15:41:23.066875 M021 ON 
15:41:24.029814 M001 OFF 
15:41:25.036631 M023 OFF 
15:41:25.095425 M024 ON 
15:41:26.098814 M022 OFF 
15:41:27.006231 M022 ON 
15:41:29.007101 M023 ON 
15:41:30.013059 M001 ON 
15:41:30.001569 M021 OFF 
15:41:31.037698 M008 ON 
15:41:31.040269 M007 ON 
15:41:31.042831 M022 OFF 
15:41:31.045332 M024 OFF 
15:41:32.068538 M023 OFF 
15:41:32.071053 M007 OFF 
15:41:32.073564 M009 ON 
15:41:33.002873 M007 ON 
15:41:34.075043 M023 ON 
15:41:35.074162 M022 ON 
15:41:36.059934 M009 OFF 
15:41:36.062456 M021 ON 
15:41:37.084275 M008 OFF 
15:41:37.087098 M007 OFF 
15:41:38.068579 M001 OFF 
15:41:38.071091 M024 ON 
15:41:39.032089 M023 OFF 
15:41:40.035536 M022 OFF 
15:41:40.009657 M025 ON 
15:41:42.046349 M021 OFF 
15:41:45.057995 M024 OFF 
15:41:47.027648 P001 5757 
15:41:50.077298 M025 OFF 
15:41:58.068155 M025 ON 
15:42:01.079323 M025 OFF 
15:42:07.080224 T002 29 
15:42:07.083071 T005 26 
15:42:13.029153 P001 5744 
15:42:14.062051 M025 ON 
15:42:18.022081 M025 OFF 
15:42:25.031768 P001 1267 
15:42:43.032132 P001 1256 
15:42:54.081018 M042 ON 
15:42:57.010102 M043 ON 
15:42:57.094822 M028 ON 
15:42:57.097339 M029 ON 
15:42:59.000109 M027 ON 
15:42:59.063752 M029 OFF 
15:43:00.028747 M025 ON 
15:43:01.027914 M029 ON 
15:43:01.091649 M029 OFF 
15:43:02.051605 M025 OFF 
15:43:03.013667 M027 OFF 
15:43:04.017668 M028 OFF 
15:43:05.001876 M028 ON 
15:43:05.004418 M029 ON 
15:43:05.064242 M027 ON 
15:43:08.060127 M025 ON 
15:43:10.000909 M029 OFF 
15:43:11.026453 M043 OFF 
15:43:11.029034 M042 OFF 
15:43:11.086606 M026 ON 
15:43:12.090195 M025 OFF 
15:43:13.052693 M028 OFF 
15:43:15.082307 M025 ON 
15:43:16.041298 M027 OFF 
15:43:17.003066 M024 ON 
15:43:21.008819 M021 ON 
15:43:25.040957 M019 ON 
15:43:26.004391 M025 OFF 
15:43:26.067809 M025 ON 
15:43:27.071169 M024 OFF 
15:43:28.035095 M018 ON 
15:43:28.099121 M017 ON 
15:43:30.006091 M026 OFF 
15:43:30.070028 M021 OFF 
15:43:31.070674 M026 ON 
15:43:33.017054 M019 OFF 
15:43:33.078283 M026 OFF 
15:43:34.064863 M025 OFF 
15:43:34.067444 M018 OFF 
15:43:35.004682 M016 ON 
15:43:35.049386 M015 ON 
15:43:36.051382 M014 ON 
15:43:39.066965 M017 OFF 
15:43:40.003102 M016 OFF 
15:43:42.017195 M009 ON 
15:43:42.001977 M013 ON 
15:43:42.022307 M025 ON 
15:43:42.078082 M015 OFF 
15:43:43.041306 M025 OFF 
15:43:44.026838 M014 OFF 
15:43:44.029447 M009 OFF 
15:43:47.074236 M013 OFF 
15:43:50.005072 M014 ON 
15:43:51.012067 M013 ON 
15:43:52.097282 M010 ON 
15:43:54.039998 M014 OFF 
15:43:55.085095 M013 OFF 
15:44:00.064796 M013 ON 
15:44:01.028931 M010 OFF 
15:44:03.016327 M025 ON 
15:44:03.079308 M014 ON 
15:44:04.041208 M009 ON 
15:44:05.001525 M025 OFF 
15:44:05.063781 M008 ON 
15:44:06.026935 M013 OFF 
15:44:07.006788 M007 ON 
15:44:08.028369 M014 OFF 
15:44:08.091983 M002 ON 
15:44:11.004048 M001 ON 
15:44:11.006624 M009 OFF 
15:44:11.067032 M023 ON 
15:44:14.060677 M008 OFF 
15:44:15.089094 M003 ON 
15:44:18.038831 P001 1354 
15:44:18.055707 M007 OFF 
15:44:19.041771 M001 OFF 
15:44:19.044343 M002 OFF 
15:44:20.005112 M023 OFF 
15:44:21.095005 M003 OFF 
15:44:23.002329 M023 ON 
15:44:24.047944 M001 ON 
15:44:28.081344 M007 ON 
15:44:29.044161 M008 ON 
15:44:30.049151 M009 ON 
15:44:31.013126 M007 OFF 
15:44:32.020019 M001 OFF 
15:44:33.005782 M023 OFF 
15:44:33.008281 M010 ON 
15:44:33.070157 M008 OFF 
15:44:34.033428 M009 OFF 
15:44:37.004727 M003 ON 
15:44:40.017628 M025 ON 
15:44:40.079006 M009 ON 
15:44:41.064736 M008 ON 
15:44:41.067244 M010 OFF 
15:44:42.070798 M001 ON 
15:44:42.073325 M007 ON 
15:44:42.075894 M025 OFF 
15:44:43.032908 M023 ON 
15:44:44.020284 M007 OFF 
15:44:44.022787 M002 ON 
15:44:44.080367 M009 OFF 
15:44:45.041602 M023 OFF 
15:44:46.045562 M008 OFF 
15:44:46.048188 M022 ON 
15:44:46.050723 M003 OFF 
15:44:47.005156 M023 ON 
15:44:47.068032 M002 OFF 
15:44:50.015096 M001 OFF 
15:44:52.006031 M001 ON 
15:44:53.054321 M007 ON 
15:44:54.014629 M008 ON 
15:44:54.075422 M009 ON 
15:44:55.099382 M014 ON 
15:44:56.001932 M001 OFF 
15:44:56.062329 M023 OFF 
15:44:57.048809 M014 OFF 
15:44:57.051343 M022 OFF 
15:44:58.050395 M008 OFF 
15:44:58.052963 M007 OFF 
15:44:58.062335 M009 OFF 
15:44:59.000285 M023 ON 
15:44:59.031009 M013 ON 
15:45:00.008389 M014 ON 
15:45:00.010957 M025 ON 
15:45:01.019399 M008 ON 
15:45:01.021966 M009 ON 
15:45:01.024446 M026 ON 
15:45:01.082866 M007 ON 
15:45:02.070676 M001 ON 
15:45:02.007478 M013 OFF 
15:45:03.033897 M014 OFF 
15:45:03.098351 M009 OFF 
15:45:05.065732 M009 ON 
15:45:06.004825 M016 ON 
15:45:06.050814 M015 ON 
15:45:07.009757 M009 OFF 
15:45:07.096811 M017 ON 
15:45:07.099376 M009 ON 
15:45:08.080693 M023 OFF 
15:45:08.083262 M007 OFF 
15:45:10.001824 M009 OFF 
15:45:10.004358 M015 OFF 
15:45:11.031063 M008 OFF 
15:45:11.033635 M001 OFF 
15:45:11.036177 M026 OFF 
15:45:11.038671 M015 ON 
15:45:11.090731 M014 ON 
15:45:12.078614 M016 OFF 
15:45:12.081127 M013 ON 
15:45:13.088645 M008 ON 
15:45:13.091151 M017 OFF 
15:45:13.093738 M015 OFF 
15:45:14.048655 M014 OFF 
15:45:15.010756 M010 ON 
15:45:15.095367 M008 OFF 
15:45:15.097938 M025 OFF 
15:45:16.042041 P001 1343 
15:45:17.021376 M014 ON 
15:45:17.023944 M010 OFF 
15:45:18.002507 M015 ON 
15:45:18.086106 M008 ON 
15:45:19.050188 M009 ON 
15:45:20.057133 M001 ON 
15:45:20.059732 M007 ON 
15:45:20.062309 M013 OFF 
15:45:21.040735 M023 ON 
15:45:21.043316 M026 ON 
15:45:22.047017 M007 OFF 
15:45:22.049579 M025 ON 
15:45:22.052064 M015 OFF 
15:45:23.031684 M014 OFF 
15:45:23.000342 M026 OFF 
15:45:24.029977 M008 OFF 
15:45:24.032517 M001 OFF 
15:45:24.035063 M025 OFF 
15:45:24.009243 M009 OFF 
15:45:25.077831 M001 ON 
15:45:25.000804 M025 ON 
15:45:26.060592 M007 ON 
15:45:26.063167 M009 ON 
15:45:27.046696 M008 ON 
15:45:27.049267 M025 OFF 
15:45:28.073475 M014 ON 
15:45:28.076046 M023 OFF 
15:45:29.033133 M007 OFF 
15:45:30.044344 M008 OFF 
15:45:30.046912 M001 OFF 
15:45:30.049426 M013 ON 
15:45:32.031928 M009 OFF 
15:45:32.094084 M014 OFF 
15:45:35.002202 M013 OFF 
15:45:35.004769 M025 ON 
15:45:36.049107 M013 ON 
15:45:37.054823 M025 OFF 
15:45:48.043944 M014 ON 
15:45:49.050308 M015 ON 
15:45:50.008749 M016 ON 
